geneID	cluster_number	cluster_type	LSH_ChIP_target	LSH_ChIP_annotation	LSH_OE_DEGtype	LSH_OE_log2FC	LSH_OE_adjp	lsh1lsh2_24hrs_DEGtype	lsh1lsh2_24hrs_log2FC	lsh1lsh2_24hrs_adjp	lsh1lsh2_72hrs_DEGtype	lsh1lsh2_72hrs_log2FC	lsh1lsh2_72hrs_adjp	Mtr5.0_gene_name	Mtr5.0_description	Mtr5.0_GOterm_IDs	Mtr4.0_geneID	Mtr4.0_genename	Mtr4.0_description	Mtr4.0_GOterm_IDs	Mtr4and5_combined_GOterm_IDs	Mtr4and5_combined_GOterms
MtrunA17_Chr4g0072781	cluster1	up	high	Promoter (<=1kb)	up(cluster_match)	0.646838154184227	0.0116936722558084	notDEG	-0.00997163458762638	1.0	notDEG	-0.267329653785362	0.614111419406659	MtCAPE15|MtPR-1	CAP-derived peptide|pathogenesis-related protein 1  (TC143335)	GO:0009607;GO:0005615;GO:0006952	Medtr4g128750	PR-1	CAP, cysteine-rich secretory protein, antigen 5	GO:0042829;GO:0009607	GO:0042829;GO:0009607;GO:0005615;GO:0006952	defense response;response to biotic stimulus;extracellular space;physiological defense response
MtrunA17_Chr5g0403111	cluster1	up	moderate	Promoter (<=1kb)	up(cluster_match)	1.78251866744025	0.00114903629131896	notDEG	0.484323226902554	0.791406666488856	notDEG	0.628253790334287	0.383880537713153	NA	putative protein	GO:0016021	NA	NA	NA	NA	GO:0016021	membrane
MtrunA17_Chr5g0417701	cluster1	up	high	Promoter (<=1kb)	up(cluster_match)	1.43553571854532	1.70296881168171e-05	notDEG	-0.145515975233721	1.0	notDEG	-0.124914501282682	0.939486143567718	NA	Putative rlpA-like protein, double-psi beta-barrel	GO:0005576;GO:0005618;GO:0016021;GO:0009664	Medtr5g041700	EXPA15	expansin A10	GO:0006949;GO:0009664;GO:0071555	GO:0005618;GO:0071555;GO:0005576;GO:0009664;GO:0006949;GO:0016021	cell wall;cellular cell wall organization;extracellular;plant-type cell wall organisation;syncytium formation;membrane
MtrunA17_Chr6g0471861	cluster1	up	high	Promoter (<=1kb)	up(cluster_match)	2.01763495608748	6.46650268429237e-06	notDEG	NA	NA	notDEG	NA	NA	NA	putative protein	GO:0016021	NA	NA	NA	NA	GO:0016021	membrane
MtrunA17_Chr7g0248881	cluster1	up	high	Promoter (<=1kb)	up(cluster_match)	0.600677070197928	0.0081180670412971	notDEG	0.303766390441513	0.900082586190261	notDEG	0.918746311874658	0.104051766357291	MtLYR6	LYK (LysM domain-RLK)-related 6	GO:0005524;GO:0016021;GO:0007166;GO:0004674;GO:0006468;GO:0005886	Medtr7g079320	LYR6	LysM type receptor kinase	GO:0006468;GO:0007166;GO:0016310	GO:0016310;GO:0007166;GO:0005524;GO:0005886;GO:0006468;GO:0004674;GO:0016021	phosphorylation;cell surface receptor linked signalling pathway;MgATP binding;plasmalemma;protein amino acid phosphorylation;protein serine/threonine kinase activity;membrane
MtrunA17_Chr8g0376741	cluster1	up	high	Promoter (<=1kb)	up(cluster_match)	0.907193048531373	1.57388861483105e-05	notDEG	-0.063208903524505	1.0	notDEG	0.0489078987841692	0.954831442818675	NA	Putative remorin	NA	Medtr8g079482	NA	carboxy-terminal region remorin	NA		NA
MtrunA17_Chr8g0384721	cluster1	up	moderate	Promoter (<=1kb)	up(cluster_match)	1.18961238933661	7.05742628254693e-20	notDEG	-0.390861080797571	0.516003925730244	notDEG	-0.278676393569687	0.438250215572473	NA	Putative transcription factor NAM family	GO:0003677;GO:0006355	Medtr8g094580	NA	NAC-like transcription factor	GO:0006351;GO:0006355	GO:0003677;GO:0006355;GO:0006351	DNA binding;regulation of transcription, DNA-templated;transcription, DNA-templated
MtrunA17_Chr8g0388681	cluster1	up	moderate	Promoter (<=1kb)	up(cluster_match)	0.672997914916066	4.54297541208645e-10	notDEG	0.193432948056943	0.708720849081752	notDEG	0.387894490305082	0.0468821561776558	NA	Putative CGI121/TPRKB superfamily protein	GO:0000408;GO:0005634;GO:0005829;GO:0016301;GO:0000722;GO:0002949;GO:0016310	Medtr8g099835	NA	kinase-binding protein CGI-121	GO:0016310	GO:0016310;GO:0002949;GO:0000722;GO:0000408;GO:0005829;GO:0005634;GO:0016301	phosphorylation;threonylcarbamoyladenosine synthesis;telomere maintenance via recombination;kinase, putative endopeptidase and other proteins of small size protein complex;cytosol;cell nucleus;phosphokinase activity
MtrunA17_Chr3g0117661	cluster3	up	moderate	Promoter (<=1kb)	up(cluster_match)	6.22896165827982	1.25286677237492e-05	notDEG	1.61844993120805	0.758084302499577	up(cluster_match)	11.7673150784963	1.6942204259515e-22	NA	Putative carbonic anhydrase	GO:0004089;GO:0008270;GO:0015976	Medtr3g077910	NA	carbonic anhydrase family protein	GO:0015978	GO:0004089;GO:0015976;GO:0008270;GO:0015978	carbonic anhydrase activity;heterotrophy;Zn binding;carbon utilization
MtrunA17_Chr4g0029521	cluster3	up	high	Promoter (<=1kb)	up(cluster_match)	2.11501096018738	3.91929551573616e-11	notDEG	-0.232483350819363	0.976904436320249	notDEG	0.228847616272071	0.873362375662197	NA	Putative transcription factor C2H2 family	GO:0005634;GO:0003700;GO:0006355	Medtr4g059870	NA	C2H2 and C2HC zinc finger protein, putative	GO:0006355;GO:0010075	GO:0010075;GO:0003700;GO:0005634;GO:0006355	regulation of meristem size;sequence-specific DNA binding transcription factor activity;cell nucleus;regulation of transcription, DNA-templated
MtrunA17_Chr4g0067921	cluster3	up	high	Promoter (<=1kb)	up(cluster_match)	10.3250728620906	5.50957702170779e-10	notDEG	NA	NA	notDEG	NA	NA	MtN13	Mtodulin 13 (Y10455.1 GENBANK)	GO:0005634;GO:0005737;GO:0004864;GO:0010427;GO:0038023;GO:0006952;GO:0009607;GO:0009736;GO:0009738;GO:0009877;GO:0032515;GO:0080163	Medtr4g120950	NA	pathogenesis-related protein bet V I family protein	GO:0042829;GO:0009607;GO:0009878	GO:0005737;GO:0009736;GO:0009607;GO:0009877;GO:0010427;GO:0032515;GO:0006952;GO:0009738;GO:0009878;GO:0004864;GO:0038023;GO:0005634;GO:0080163;GO:0042829	cytoplasm;cytokinin signaling;response to biotic stimulus;nodule formation;abscisic acid binding;downregulation of phosphoprotein phosphatase activity;physiological defense response;abscisic acid mediated signalling;nodulation;phosphoprotein phosphatase inhibitor activity;signalling receptor activity;cell nucleus;regulation of protein serine/threonine phosphatase activity;defense response
MtrunA17_Chr4g0069671	cluster3	up	high	Promoter (<=1kb)	up(cluster_match)	6.15910433939373	6.65177133288433e-05	notDEG	NA	NA	notDEG	NA	NA	NA	Putative cation/H+ exchanger, sodium/solute symporter superfamily	GO:0015299;GO:1902600;GO:0016021;GO:0012505;GO:0006885	Medtr4g123583	CHX19	cation/H+ exchanger 3	GO:0090662	GO:0006885;GO:0015299;GO:1902600;GO:0012505;GO:0016021;GO:0090662	hydrogen ion homeostasis;solute:hydrogen antiporter activity;hydrogen transmembrane transport;endomembrane system;membrane;transmembrane transport
MtrunA17_Chr4g0047281	cluster5	up	moderate	Promoter (<=1kb)	up(cluster_match)	5.21784248589435	5.35225962415578e-15	notDEG	-0.412784560663144	0.935781677116353	notDEG	0.17415522690563	0.93078617795979	NA	Putative linoleate 13S-lipoxygenase	GO:0016702;GO:0005515;GO:0005737;GO:0046872;GO:0034440;GO:0031408;GO:0006633	Medtr4g088810	NA	linoleate 13S-lipoxygenase 2-1, related protein	GO:0006633;GO:0031408;GO:0055114	GO:0005737;GO:0005515;GO:0016702;GO:0031408;GO:0006633;GO:0055114;GO:0046872;GO:0034440	cytoplasm;protein amino acid binding;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;oxylipin synthesis;fatty acid synthesis;oxidoreductase process;metal binding;lipid oxidation
MtrunA17_Chr1g0183761	cluster6	up	high	Exon (helitron66/helitron66, exon 1 of 1)	up(cluster_match)	8.72782318259513	4.28804008745912e-27	notDEG	0.0457177433827517	1.0	up(cluster_match)	2.90015937023443	1.35974867053802e-08	NA	Putative ALOG domain-containing protein	GO:0005634;GO:0009299;GO:0009416	Medtr1g069825	LSH1	G1-like protein	NA	GO:0009416;GO:0005634;GO:0009299	response to light stimulus;cell nucleus;cellular mRNA transcription
MtrunA17_Chr1g0158151	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	1.16045058099631	0.000257174702117171	notDEG	0.125442276500721	0.991301120467646	notDEG	0.00380230978718888	1.0	NA	Putative glycerophosphodiester phosphodiesterase, protein kinase RLK-Pelle-LRK10L-2 family	GO:0005524;GO:0016021;GO:0004674;GO:0008889;GO:0006468;GO:0030247	NA	NA	NA	NA	GO:0030247;GO:0005524;GO:0008889;GO:0006468;GO:0004674;GO:0016021	polysaccharide binding;MgATP binding;glycerophosphodiester phosphodiesterase activity;protein amino acid phosphorylation;protein serine/threonine kinase activity;membrane
MtrunA17_Chr1g0171771	cluster7	up	moderate	Promoter (<=1kb)	up(cluster_match)	0.802187143125072	0.00535219209586107	notDEG	0.187920212306599	1.0	notDEG	0.860409396934577	0.343979844737243	MtNOOT2	NODULE ROOT 2	GO:0005634;GO:0005515;GO:0009864;GO:0009877;GO:0016567;GO:0099402	Medtr1g051025	NOOT2	BTB/POZ ankyrin repeat protein	NA	GO:0005515;GO:0016567;GO:0099402;GO:0009877;GO:0009864;GO:0005634	protein amino acid binding;protein ubiquitylation;development of a plant organ;nodule formation;jasmonic acid mediated signaling pathway ;cell nucleus
MtrunA17_Chr1g0185121	cluster7	up	moderate	Promoter (2-3kb)	up(cluster_match)	4.97848591423192	0.000109585115166231	notDEG	NA	NA	notDEG	NA	NA	NA	Putative transcription factor C2H2 family	GO:0005634;GO:0003700	NA	NA	NA	NA	GO:0003700;GO:0005634	sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr1g0202651	cluster7	up	moderate	Promoter (<=1kb)	up(cluster_match)	1.89700823101203	0.00172729596146471	notDEG	1.01754996093022	0.749922826622272	notDEG	0.519903622757742	0.764232022613114	NA	Putative glycoside hydrolase, family 28, pectin lyase/virulence factor	GO:0005618;GO:0016021;GO:0004650;GO:0016829;GO:0047911;GO:0005975	Medtr1g100060	NA	pectin lyase superfamily protein	GO:0044723;GO:0044710;GO:0071555	GO:0005618;GO:0071555;GO:0004650;GO:0044723;GO:0047911;GO:0005975;GO:0016829;GO:0016021;GO:0044710	cell wall;cellular cell wall organization;poly-alpha-1,4-galacturonide glycanohydrolase activity;carbohydrate metabolic process;galacturan alpha-1,4-galacturonidase activity;carbohydrate metabolism;lyase activity;membrane;metabolic process
MtrunA17_Chr1g0210911	cluster7	up	high	Promoter (1-2kb)	up(cluster_match)	1.48040601648924	1.29757801552163e-05	notDEG	-0.20295307425579	1.0	up(cluster_match)	3.83088599304299	0.00457300198030061	NA	Putative transcription factor MYB-HB-like family	GO:0005634;GO:0003677;GO:0003700	Medtr1g112370	NA	myb-like DNA-binding domain, shaqkyf class protein	GO:0006351;GO:0006355	GO:0003677;GO:0006355;GO:0006351;GO:0003700;GO:0005634	DNA binding;regulation of transcription, DNA-templated;transcription, DNA-templated;sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr2g0278481	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	2.90522465269368	2.64978442578466e-05	notDEG	1.5801946388569	0.865150054473891	notDEG	1.06755595413529	0.652707018025431	NA	Putative vinorine synthase	GO:0050636	Medtr2g007880	NA	transferase family protein	GO:0009718;GO:0009820	GO:0009820;GO:0009718;GO:0050636	alkaloid metabolism;anthocyanin synthesis;vinorine synthase activity
MtrunA17_Chr3g0111981	cluster7	up	high	Promoter (1-2kb)	up(cluster_match)	2.55202739340372	0.00227416735761871	notDEG	-0.0473349083220903	1.0	up(cluster_match)	6.33359795260139	0.000372629233437103	NA	putative protein	GO:0016021	NA	NA	NA	NA	GO:0016021	membrane
MtrunA17_Chr3g0123961	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	0.932724076874386	0.00150451163400051	notDEG	0.217038494365605	0.841522546009998	up(cluster_match)	0.67906494573023	0.0160123915971911	NA	putative protein	GO:0016021	Medtr3g087150	NA	plant/T5J17-70 protein, putative	NA	GO:0016021	membrane
MtrunA17_Chr3g0141931	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	3.18289895004929	1.22145817231298e-05	notDEG	NA	NA	notDEG	NA	NA	MtBELL1-5	BEL-Like homeodomain protein	GO:0005634;GO:0000978;GO:0000981;GO:0006357	Medtr3g112290	BLH11	BEL1-like homeodomain protein	GO:0006355	GO:0000978;GO:0000981;GO:0006355;GO:0006357;GO:0005634	RNA polymerase II cis-regulatory region sequence-specific DNA binding;sequence-specific DNA binding RNA polymerase II transcription factor activity;regulation of transcription, DNA-templated;regulation of transcription from RNA polymerase II promoter;cell nucleus
MtrunA17_Chr3g0145541	cluster7	up	moderate	Promoter (<=1kb)	up(cluster_match)	2.53231629513602	3.93951419374472e-07	notDEG	-0.0863442874822085	1.0	notDEG	0.3702325171406	0.403685888301756	NA	Putative endo-1,4-beta-xylanase	GO:0045493;GO:0031176	Medtr3g117800	NA	glycosyl hydrolase family 10 protein	GO:0044244;GO:0044723;GO:0044266;GO:0044036;GO:0045493	GO:0031176;GO:0044244;GO:0044723;GO:0045493;GO:0044266;GO:0044036	endo-1,4-beta-xylanase activity;polysaccharide catabolic process;carbohydrate metabolic process;xylan degradation;macromolecule catabolic process;cellular cell wall macromolecule metabolism
MtrunA17_Chr4g0039261	cluster7	up	moderate	Promoter (<=1kb)	up(cluster_match)	5.14561776618812	2.79983175805143e-16	notDEG	-0.161124694808243	1.0	notDEG	0.797027390243945	0.367543346606835	MtABCG13	ATP-binding cassette (ABC) transporter type G (MT533595)	GO:0005524;GO:0080051;GO:0080172;GO:0009506;GO:0009651;GO:1902358;GO:0016021;GO:0015419;GO:0016787	Medtr4g076970	NA	white-brown-complex ABC transporter family protein	GO:0044765;GO:0009651;GO:0090662;GO:0080051	GO:1902358;GO:0016787;GO:0005524;GO:0080172;GO:0080051;GO:0044765;GO:0015419;GO:0009651;GO:0009506;GO:0016021;GO:0090662	sulfate transmembrane transport;hydrolase activity;MgATP binding;petal epidermis patterning;cutin transport;transport;sulfate ABC transporter;salinity response;plasmodesmata;membrane;transmembrane transport
MtrunA17_Chr4g0049331	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	2.47816559903128	0.00013668593075006	notDEG	-0.33186612937798	0.943145814616329	notDEG	-0.634534227936294	0.55451489178495	NA	Putative transcription factor bHLH family	GO:0005634;GO:0003677;GO:0046983	Medtr4g092700	NA	helix loop helix DNA-binding domain protein	GO:0006355	GO:0003677;GO:0005634;GO:0006355;GO:0046983	DNA binding;cell nucleus;regulation of transcription, DNA-templated;protein dimerization activity
MtrunA17_Chr4g0052621	cluster7	up	moderate	Promoter (<=1kb)	up(cluster_match)	2.32768122374427	1.00298656126506e-05	notDEG	-0.582968403232159	0.943145814616329	up(cluster_match)	2.45726960694136	0.0480280466734547	NA	Putative endo-polygalacturonase	GO:0005618;GO:0016021;GO:0004650;GO:0016829;GO:0047911;GO:0005975	Medtr4g094715	NA	pectin lyase superfamily protein	GO:0044723;GO:0044710;GO:0071555	GO:0005618;GO:0071555;GO:0004650;GO:0044723;GO:0047911;GO:0005975;GO:0016829;GO:0016021;GO:0044710	cell wall;cellular cell wall organization;poly-alpha-1,4-galacturonide glycanohydrolase activity;carbohydrate metabolic process;galacturan alpha-1,4-galacturonidase activity;carbohydrate metabolism;lyase activity;membrane;metabolic process
MtrunA17_Chr4g0063311	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	0.9917598301913	0.00664018369605852	notDEG	0.296785212705908	0.851240604720217	notDEG	-0.57432104406442	0.271911323976007	NA	Putative protein kinase AGC-RSK-2 family	GO:0005634;GO:0005524;GO:0005737;GO:0004674;GO:0006468;GO:0005886	Medtr4g113790	PID2	Serine/Threonine kinase family protein	GO:0006468;GO:0016310;GO:0035556;GO:0048825	GO:0016310;GO:0005737;GO:0005524;GO:0035556;GO:0005886;GO:0048825;GO:0006468;GO:0004674;GO:0005634	phosphorylation;cytoplasm;MgATP binding;intracellular signaling chain;plasmalemma;cotyledon development;protein amino acid phosphorylation;protein serine/threonine kinase activity;cell nucleus
MtrunA17_Chr4g0064971	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	2.74291718527441	4.01375736006422e-06	notDEG	0.268664127480199	0.945368483030941	notDEG	-0.114456489340973	0.937624488148281	NA	Putative sterile alpha motif/pointed domain superfamily	NA	Medtr4g116200	NA	SAM domain protein	GO:0016310	GO:0016310	phosphorylation
MtrunA17_Chr4g0076731	cluster7	up	high	Promoter (<=1kb)	up(cluster_match)	3.0524172198543	0.0296883218076153	notDEG	NA	NA	notDEG	NA	NA	NA	Putative transcription factor NAM family	GO:0003677;GO:0006355	Medtr4g134460	NAC035	NAC transcription factor-like protein	GO:0006351;GO:0006355	GO:0003677;GO:0006355;GO:0006351	DNA binding;regulation of transcription, DNA-templated;transcription, DNA-templated
