geneID	cluster_number	cluster_type	LSH_ChIP_target	LSH_ChIP_annotation	LSH_OE_DEGtype	LSH_OE_log2FC	LSH_OE_adjp	lsh1lsh2_24hrs_DEGtype	lsh1lsh2_24hrs_log2FC	lsh1lsh2_24hrs_adjp	lsh1lsh2_72hrs_DEGtype	lsh1lsh2_72hrs_log2FC	lsh1lsh2_72hrs_adjp	Mtr5.0_gene_name	Mtr5.0_description	Mtr5.0_GOterm_IDs	Mtr4.0_geneID	Mtr4.0_genename	Mtr4.0_description	Mtr4.0_GOterm_IDs	Mtr4and5_combined_GOterm_IDs	Mtr4and5_combined_GOterms
MtrunA17_Chr4g0006081	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-2.93640384709905	0.00197121325019916	notDEG	0.0	1.0	notDEG	0.0	1.0	NA	hypothetical protein	NA	NA	NA	NA	NA		NA
MtrunA17_Chr4g0011771	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-3.35524972919804	1.30863975942721e-06	notDEG	0.241443913154404	0.954428578974352	notDEG	-1.07329110765307	0.171529615767497	NA	Putative pectinesterase	GO:0045490;GO:0043086;GO:0045330;GO:0005618;GO:0005576;GO:0046910;GO:0042545;GO:0030599	Medtr4g025690	PME17	pectinesterase/pectinesterase inhibitor	GO:0042545;GO:0048553;GO:0045490;GO:0071555	GO:0030599;GO:0005618;GO:0071555;GO:0048553;GO:0045490;GO:0046910;GO:0043086;GO:0005576;GO:0045330;GO:0042545	pectin methylesterase activity;cell wall;cellular cell wall organization;negative regulation of catalytic activity;pectin degradation;pectinesterase inhibitor activity;negative regulation of enzyme activity;extracellular;aspartyl esterase activity;cell wall modification
MtrunA17_Chr4g0063191	cluster2	down	high	Promoter (<=1kb)	down(cluster_match)	-1.6469330544435	0.0314135021135258	notDEG	0.0	1.0	notDEG	0.631636325468264	0.898338746138584	NA	hypothetical protein	GO:0005634;GO:0005737;GO:0003924;GO:0005525;GO:0000054;GO:0006606	Medtr4g113620	NA	GTP-binding nuclear protein Ran1	GO:0006913;GO:0015831;GO:0033753;GO:0034504;GO:0050658;GO:0051656;GO:0071166;GO:0072594	GO:0051656;GO:0005737;GO:0034504;GO:0015831;GO:0005525;GO:0033753;GO:0050658;GO:0000054;GO:0006606;GO:0072594;GO:0071166;GO:0005634;GO:0006913;GO:0003924	establishment of organelle localisation;cytoplasm;protein localization in nucleus;protein transport;GTP binding;ribosome localization;RNA transport;ribosomal subunit-nucleus export;protein transport from cytoplasm to nucleus;establishment of protein localisation to organelle;RNP localization;cell nucleus;nucleocytoplasmic transport;GTPase activity
MtrunA17_Chr5g0447731	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-0.92460115632158	0.00050086197715263	notDEG	0.0118078142448698	1.0	notDEG	-0.0278244612379354	0.953404438347298	NA	Putative protein kinase WNK-NRBP family	GO:0005524;GO:0005737;GO:0006468;GO:0106311;GO:0035556;GO:0106310	Medtr0283s0050;Medtr5g097530	NA	Serine/Threonine-kinase WNK11-like protein	GO:0006468;GO:0016310;GO:0035556	GO:0106310;GO:0016310;GO:0005737;GO:0106311;GO:0005524;GO:0035556;GO:0006468	protein-serine kinase activity;phosphorylation;cytoplasm;protein serine/threonine kinase activity;MgATP binding;intracellular signaling chain;protein amino acid phosphorylation
MtrunA17_Chr6g0451591	cluster2	down	high	Promoter (<=1kb)	down(cluster_match)	-0.985818777476416	0.000201649628943289	notDEG	-0.449791231286221	0.462676379834336	notDEG	-0.523702020130152	0.123260344814184	NA	Putative transcription regulator A20-like family	GO:0005737;GO:0016021;GO:0008270;GO:0009737;GO:0010200	Medtr6g008210	SAP12	zinc finger AN1 domain stress-associated protein	GO:0009737;GO:0010200	GO:0005737;GO:0008270;GO:0009737;GO:0010200;GO:0016021	cytoplasm;Zn binding;response to abscisic acid stimulus;response to chitin;membrane
MtrunA17_Chr6g0475171	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-2.52779825303482	0.012404511873195	notDEG	1.89523318137149	0.713074291992975	notDEG	1.28686338934185	0.676120477520838	NA	Putative kinesin motor domain-containing protein	GO:0005524;GO:0007018;GO:1990939;GO:0005874;GO:0008017	NA	NA	NA	NA	GO:0007018;GO:0005524;GO:1990939;GO:0005874;GO:0008017	microtubule-based movement;MgATP binding;microtubule motor activity;microtubulus;microtubule binding
MtrunA17_Chr6g0476261	cluster2	down	high	Promoter (<=1kb)	down(cluster_match)	-0.883981795970674	4.19277896621707e-06	notDEG	0.383872543141809	0.719660572416783	notDEG	-0.122647815099349	0.880071467852685	NA	putative protein	GO:0016021	Medtr6g060660	NA	transmembrane protein, putative	GO:0032147;GO:0060236	GO:0060236;GO:0032147;GO:0016021	regulation of mitotic spindle organisation;activation of protein kinase activity;membrane
MtrunA17_Chr7g0214471	cluster2	down	high	Promoter (<=1kb)	down(cluster_match)	-0.977046646183287	2.74745313077333e-07	notDEG	-0.373698993447021	0.656935690378493	notDEG	-0.119703963659914	0.856497461930744	MtPUB49	Plant U-box protein 49	GO:0004842;GO:0016746;GO:0016874;GO:0016567	Medtr7g005940	NA	ubox-like protein, putative	GO:0016567	GO:0016567;GO:0016874;GO:0016746;GO:0004842	protein ubiquitylation;synthetase activity;transferase activity, transferring acyl groups;ubiquitin-protein transferase activity
MtrunA17_Chr7g0253011	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-0.812080567755312	3.65640410767639e-06	notDEG	-0.258120037109651	0.676830773031943	notDEG	-0.326740402227248	0.245143284528083	NA	Putative transcription factor NAM family	GO:0003677;GO:0006355	Medtr7g085260	ANAC087	NAC transcription factor-like protein	GO:0006351;GO:0006355	GO:0003677;GO:0006355;GO:0006351	DNA binding;regulation of transcription, DNA-templated;transcription, DNA-templated
MtrunA17_Chr7g0256641	cluster2	down	moderate	Promoter (1-2kb)	down(cluster_match)	-0.760455736559929	3.77970054154673e-06	notDEG	-0.202187693887279	0.854914707534964	notDEG	0.254454771381245	0.524609375070791	NA	Putative N-acylneuraminate-9-phosphatase	GO:0050124;GO:0016311	Medtr7g090370	NA	haloacid dehalogenase-like hydrolase family protein	GO:0044710;GO:0046685	GO:0050124;GO:0046685;GO:0016311;GO:0044710	N-acylneuraminate-9-phosphatase activity;response to arsenic;dephosphorylation;metabolic process
MtrunA17_Chr7g0265221	cluster2	down	moderate	Promoter (1-2kb)	down(cluster_match)	-1.15981845982357	0.00252875141881618	notDEG	-0.503314442822325	0.92524697956506	notDEG	-0.0699766847910454	1.0	NA	Putative flavanone 3-dioxygenase	GO:0045486;GO:0046872	Medtr7g102820	NA	leucoanthocyanidin dioxygenase-like protein	GO:0009685;GO:0009813;GO:0055114	GO:0009685;GO:0055114;GO:0046872;GO:0045486;GO:0009813	gibberellin metabolism;oxidoreductase process;metal binding;naringenin 3-dioxygenase activity;flavonoid synthesis
MtrunA17_Chr8g0347371	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-1.67705302700952	0.00514753554193157	notDEG	0.726377207209177	0.809158885294473	notDEG	-0.602395280913434	0.888602060015114	NA	putative protein	NA	Medtr8g027915	NA	hypothetical protein	NA		NA
MtrunA17_Chr1g0148511	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-2.09823198714118	7.99144054073349e-06	notDEG	-0.0611545179001283	1.0	notDEG	0.141081703508606	0.929443239156384	NA	Putative protein kinase RLK-Pelle-WAK family	GO:0005524;GO:0005509;GO:0016021;GO:0007166;GO:0004674;GO:0006468;GO:0005886;GO:0030247	Medtr1g010260	NA	wall-associated receptor kinase-like protein	GO:0006468;GO:0016310	GO:0016310;GO:0007166;GO:0030247;GO:0005524;GO:0005886;GO:0006468;GO:0005509;GO:0004674;GO:0016021	phosphorylation;cell surface receptor linked signalling pathway;polysaccharide binding;MgATP binding;plasmalemma;protein amino acid phosphorylation;calcium ion binding;protein serine/threonine kinase activity;membrane
MtrunA17_Chr1g0150281	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-2.36244339050453	2.63365402953109e-07	notDEG	0.583464126648918	0.951055078952105	notDEG	0.207939542632294	0.967715026042499	MtSPX	SPX domain-containing protein	GO:0005634;GO:0003700;GO:0043565;GO:0006355	Medtr1g013760	NA	WRKY family transcription factor	GO:0006351;GO:0006355;GO:0009680;GO:0009621;GO:0009751;GO:0010200;GO:1902478	GO:1902478;GO:0009680;GO:0009621;GO:0009751;GO:0043565;GO:0010200;GO:0006355;GO:0006351;GO:0003700;GO:0005634	negative regulation of defense response to bacterium;response to bacterium;response to fungus;response to salicylic acid stimulus;sequence specific DNA binding;response to chitin;regulation of transcription, DNA-templated;transcription, DNA-templated;sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr1g0150801	cluster4	down	moderate	Promoter (1-2kb)	down(cluster_match)	-1.12131557200963	0.0209781290661504	notDEG	0.113451336209498	1.0	notDEG	-0.613208264632375	0.668817377243144	NA	Putative transcription factor WRKY family	GO:0005634;GO:0003700;GO:0043565;GO:0006355	Medtr1g015140	WRKY50	WRKY family transcription factor	GO:0006351;GO:0006355;GO:0009867;GO:0050832	GO:0009867;GO:0050832;GO:0043565;GO:0006355;GO:0006351;GO:0003700;GO:0005634	jasmonic acid mediated signalling pathway;defense response to fungi;sequence specific DNA binding;regulation of transcription, DNA-templated;transcription, DNA-templated;sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr1g0151281	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-1.26873644897857	1.30647963203536e-05	notDEG	-0.0175388391064949	1.0	notDEG	-0.282901666072604	0.447025142203977	NA	Putative glycosidase	GO:0004553;GO:0005975	NA	NA	NA	NA	GO:0004553;GO:0005975	O-glucosyl hydrolase activity;carbohydrate metabolism
MtrunA17_Chr1g0153271	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-0.788840283033627	1.07474184541241e-05	notDEG	-0.0487993443747286	1.0	notDEG	-0.445522042726276	0.102295299271531	NA	Putative triacylglycerol lipase	GO:0016021;GO:0004806;GO:0030600;GO:0006629	Medtr1g019270	NA	triacylglycerol lipase-like protein	GO:0006629	GO:0004806;GO:0016021;GO:0030600;GO:0006629	TAG activity;membrane;cinnamoyl ester hydrolase activity;lipid metabolism
MtrunA17_Chr1g0158631	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.45597363547774	1.66269463518055e-14	notDEG	-0.358283823188811	0.817657663619591	notDEG	-0.144737910818791	0.881707575044319	NA	Putative glycerophosphodiester phosphodiesterase, protein kinase RLK-Pelle-LRK10L-2 family	GO:0005524;GO:0016021;GO:0004674;GO:0008889;GO:0006468;GO:0030247	NA	NA	NA	NA	GO:0030247;GO:0005524;GO:0008889;GO:0006468;GO:0004674;GO:0016021	polysaccharide binding;MgATP binding;glycerophosphodiester phosphodiesterase activity;protein amino acid phosphorylation;protein serine/threonine kinase activity;membrane
MtrunA17_Chr1g0168241	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-2.20213162402768	2.75858725306981e-05	notDEG	NA	NA	notDEG	NA	NA	MtIDA26	Inflorescence Deficient in Abscission	GO:0016021	Medtr1g044470	NA	transmembrane protein, putative	NA	GO:0016021	membrane
MtrunA17_Chr1g0179311	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-0.815508751320724	3.89162230230197e-09	notDEG	0.542983376643546	0.52911323235578	notDEG	-0.0259234257896342	1.0	NA	Putative transcription factor HSF-type-DNA-binding family	GO:0005634;GO:0000978;GO:0003700;GO:0006357;GO:0010200;GO:0034605	Medtr1g061170	HSFA3	heat shock transcription factor A3	GO:0006355;GO:0009408;GO:0010200	GO:0009408;GO:0000978;GO:0034605;GO:0010200;GO:0006355;GO:0006357;GO:0003700;GO:0005634	response to heat;RNA polymerase II cis-regulatory region sequence-specific DNA binding;cellular response to heat stress;response to chitin;regulation of transcription, DNA-templated;regulation of transcription from RNA polymerase II promoter;sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr1g0180161	cluster4	down	moderate	Promoter (1-2kb)	down(cluster_match)	-2.72407411064891	8.70969090546784e-06	notDEG	1.97220777189294	0.583999419769578	notDEG	-0.230261154232119	0.969322651756795	NA	Putative Thaumatin family	GO:0005576;GO:0016021;GO:0006952	Medtr1g062630	NA	allergen Pru protein, putative	NA	GO:0005576;GO:0006952;GO:0016021	extracellular;physiological defense response;membrane
MtrunA17_Chr1g0187161	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.77858803995627	1.49280531968694e-09	notDEG	-0.392100851987055	0.727723415342698	notDEG	-0.146106437719797	0.850260923233389	MtSubIn3	Subtilisin inhibitor	GO:0004867;GO:0009611;GO:0010951	Medtr1g075340	NA	inhibitor of trypsin and hageman factor-like protein	GO:0006508;GO:0009611;GO:0010951	GO:0004867;GO:0006508;GO:0009611;GO:0010951	serine-type endopeptidase inhibitor activity;peptidolysis;physiological response to wounding;negative regulation of endopeptidase activity
MtrunA17_Chr1g0200151	cluster4	down	high	Promoter (1-2kb)	down(cluster_match)	-1.52749247423461	0.00723160094183454	notDEG	0.235857351551811	0.972502961814953	notDEG	-1.05372512117116	0.209795438214561	NA	putative protein	NA	Medtr1g095730	NA	hypothetical protein	GO:0016310	GO:0016310	phosphorylation
MtrunA17_Chr1g0202241	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-0.885790863024601	0.00251510827345246	notDEG	-0.430764081632106	0.863485586451942	notDEG	-1.25045405123239	0.0726854097067997	NA	Putative chitinase	GO:0004568;GO:0005615;GO:0000272;GO:0006032	Medtr1g099310	NA	chitinase	GO:0044244;GO:0044723;GO:0006032;GO:0044710	GO:0044244;GO:0006032;GO:0000272;GO:0044723;GO:0005615;GO:0004568;GO:0044710	polysaccharide catabolic process;chitin degradation;polysaccharide degradation;carbohydrate metabolic process;extracellular space;chitinase activity;metabolic process
MtrunA17_Chr1g0206351	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.49070548288622	0.000151285533008584	notDEG	-0.332167188073474	0.890041094069718	notDEG	-0.0736627162333645	0.975282881986606	NA	Putative protein kinase RLK-Pelle-DLSV family	GO:0005524;GO:0016021;GO:0004674;GO:0006468;GO:0042742;GO:0005886	Medtr1g105650	CRK25	cysteine-rich receptor-kinase-like protein	GO:0006468;GO:0016310	GO:0016310;GO:0005524;GO:0042742;GO:0005886;GO:0006468;GO:0004674;GO:0016021	phosphorylation;MgATP binding;defense response to bacteria;plasmalemma;protein amino acid phosphorylation;protein serine/threonine kinase activity;membrane
MtrunA17_Chr1g0209431	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.07936713461942	0.00362350482412387	notDEG	0.694509624574413	0.905145208360856	notDEG	-0.544232037521867	0.854468904584757	NA	Putative transferase, protein kinase RLK-Pelle-WAK-LRK10L-1 family	GO:0005524;GO:0016021;GO:0004674;GO:0006468	Medtr1g110180	NA	wall associated kinase-like protein	GO:0006468;GO:0007166;GO:0016310	GO:0016310;GO:0007166;GO:0005524;GO:0006468;GO:0004674;GO:0016021	phosphorylation;cell surface receptor linked signalling pathway;MgATP binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;membrane
MtrunA17_Chr2g0279231	cluster4	down	high	Promoter (2-3kb)	down(cluster_match)	-2.46915192495393	9.28163602004501e-05	notDEG	-2.71501413735002	0.544828633852683	notDEG	0.0	1.0	NA	Putative RNA-directed DNA polymerase	GO:0003676;GO:0003964;GO:0006278;GO:0015074	NA	NA	NA	NA	GO:0015074;GO:0003964;GO:0006278;GO:0003676	DNA integration;RNA-directed DNA polymerase activity;RNA-dependent DNA biosynthetic process;nucleic acid binding
MtrunA17_Chr2g0292111	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.55593307940603	1.13847807245067e-14	notDEG	0.208352545923149	0.89390828610947	notDEG	-0.0756231178174267	0.934630012976603	MtPrx17	peroxidase	GO:0005576;GO:0004601;GO:0020037;GO:0046872;GO:0006979;GO:0042744;GO:0098869	Medtr2g029740	NA	peroxidase family protein	GO:0006979;GO:0009651;GO:0010043;GO:0042744;GO:0055114;GO:0098869	GO:0042744;GO:0004601;GO:0010043;GO:0006979;GO:0020037;GO:0005576;GO:0055114;GO:0009651;GO:0046872;GO:0098869	hydrogen peroxide degradation;peroxidase reaction;response to zinc;response to oxidative stress;haem binding;extracellular;oxidoreductase process;salinity response;metal binding;cellular oxidant detoxification
MtrunA17_Chr2g0297061	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-0.616066429784305	0.000128199856764665	notDEG	-0.263060157822616	0.855923539896499	notDEG	-0.629606731882567	0.143203442218764	NA	Putative VQ motif-containing protein 15/22	NA	Medtr2g035850	NA	VQ motif protein	GO:0070839	GO:0070839	metal ion transport
MtrunA17_Chr2g0297601	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-6.35648969577188	1.62805973359271e-66	notDEG	-0.20728201745857	1.0	notDEG	0.486749414790801	0.840340752820655	NA	putative protein	NA	Medtr2g438560	NA	hypothetical protein	NA		NA
MtrunA17_Chr2g0306461	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-0.686191341876032	3.87772534980563e-06	notDEG	-0.114441780613859	0.919049416673803	notDEG	-0.328581407593466	0.194910959639713	MtPCY30	Plantacyanin/Chemocyanin	GO:0046658;GO:0009055;GO:0022900	Medtr0334s0010	NA	plastocyanin-like domain protein	GO:0022900	GO:0022900;GO:0046658;GO:0009055	electron transport chain;obsolete anchored component of plasma membrane;electron transfer activity
MtrunA17_Chr2g0315291	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.44058673614061	7.01938312822199e-05	notDEG	-0.950010095134167	0.951055078952105	notDEG	-2.00384852341203	0.482961226426664	NA	putative protein	GO:0016021	Medtr2g075540	NA	transmembrane protein, putative	NA	GO:0016021	membrane
MtrunA17_Chr2g0315301	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-3.00060033226829	5.65427008136488e-09	notDEG	0.723626262396794	0.890041094069718	notDEG	-1.19950884006146	0.452517835873458	NA	putative protein	GO:0016020	Medtr2g075550	NA	hypothetical protein	NA	GO:0016020	membrane
MtrunA17_Chr2g0323421	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-2.58230371689474	2.49545723265567e-09	notDEG	-0.150600631107614	1.0	notDEG	0.269397424277802	0.930665905384463	NA	Putative anthocyanin 6''-O-malonyltransferase	GO:0033809;GO:0102588;GO:0047172	Medtr2g089650	NA	anthocyanin 5-aromatic acyltransferase	GO:0009698;GO:0009718	GO:0047172;GO:0009718;GO:0102588;GO:0009698;GO:0033809	shikimate O-hydroxycinnamoyltransferase activity;anthocyanin synthesis;cyanidin 3-O-glucoside 6''-O-malonyltransferase activity;phenylpropanoid metabolism;anthocyanin 6''-O-malonyltransferase activity
MtrunA17_Chr3g0081521	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.08819017052716	9.16065316462791e-07	notDEG	0.27479257192114	0.790901327940013	notDEG	-0.529226143355255	0.145283717496511	NA	Putative carboxylesterase	GO:0080030	Medtr3g012440	NA	CXE carboxylesterase	GO:0044710	GO:0080030;GO:0044710	Methyl IAA esterase activity;metabolic process
MtrunA17_Chr3g0109461	cluster4	down	moderate	Promoter (<=1kb)	down(cluster_match)	-4.0288302608252	5.60120808321427e-29	notDEG	-0.00545850487510505	1.0	notDEG	-0.323284732630667	0.642631547499541	NA	Putative protein kinase RLK-Pelle-DLSV family	GO:0005524;GO:0016021;GO:0046777;GO:0004674;GO:0005886	Medtr3g064110	NA	cysteine-rich RLK (receptor-like kinase) protein	GO:0006468;GO:0016310;GO:0018212	GO:0046777;GO:0016310;GO:0005524;GO:0018212;GO:0006468;GO:0004674;GO:0005886;GO:0016021	protein amino acid autophosphorylation;phosphorylation;MgATP binding;peptidyl-tyrosine modification;protein amino acid phosphorylation;protein serine/threonine kinase activity;plasmalemma;membrane
MtrunA17_Chr3g0120541	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-2.52562489776261	7.11874082264007e-13	notDEG	0.894603326572974	0.743902750139508	notDEG	-0.718648247151357	0.61190385036604	NA	Putative heavy metal-associated isoprenylated plant protein 16/46/47	NA	Medtr3g082250	NA	metal ion-binding protein, putative	GO:0070839;GO:0046916	GO:0046916;GO:0070839	cellular transition metal ion homeostasis;metal ion transport
MtrunA17_Chr3g0128631	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-0.635951914140939	0.0183102630841542	notDEG	0.164933752212806	0.911891358646925	notDEG	-0.338981297287316	0.372128093857321	NA	Putative probable zinc-ribbon domain, plant, protein enhanced disease resistance 4	GO:1900150	Medtr3g093780	NA	DUF3133 family protein	NA	GO:1900150	regulation of defense response to fungi
MtrunA17_Chr3g0132501	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-0.87986874714387	0.00254839199709847	notDEG	0.0117685719066494	1.0	notDEG	0.0276527482620917	0.985583193827277	NA	Putative clathrin coat assembly protein AP180	GO:0032050;GO:0005546;GO:0006900;GO:0048268;GO:0005905;GO:0005794;GO:0000149;GO:0030136;GO:2000369;GO:0005545	Medtr3g099670	NA	clathrin assembly protein	GO:0098701	GO:0005545;GO:0048268;GO:0005546;GO:0000149;GO:0005905;GO:0030136;GO:0005794;GO:0032050;GO:0006900;GO:2000369;GO:0098701	1-phosphatidylinositol binding;clathrin cage assembly;PtdIns;SNAP receptor binding;coated pit;clathrin-coated vesicle;Golgi complex;clathrin heavy chain binding;vesicle formation;regulation of clathrin-mediated endocytosis;endocytosis
MtrunA17_Chr4g0008521	cluster4	down	high	Promoter (<=1kb)	down(cluster_match)	-1.02588880918251	0.000113031312549142	notDEG	NA	NA	notDEG	NA	NA	NA	Putative laccase	GO:0046274;GO:0005507;GO:0048046;GO:0052716	Medtr4g019225	LAC7	laccase/diphenol oxidase family protein	GO:0046274;GO:0055114	GO:0048046;GO:0052716;GO:0055114;GO:0005507;GO:0046274	apoplast;p-diphenol:oxygen oxidoreductase activity;oxidoreductase process;copper binding;lignin degradation
