geneID	cluster_number	cluster_type	LSH_ChIP_target	LSH_ChIP_annotation	LSH_OE_DEGtype	LSH_OE_log2FC	LSH_OE_adjp	lsh1lsh2_24hrs_DEGtype	lsh1lsh2_24hrs_log2FC	lsh1lsh2_24hrs_adjp	lsh1lsh2_72hrs_DEGtype	lsh1lsh2_72hrs_log2FC	lsh1lsh2_72hrs_adjp	Mtr5.0_gene_name	Mtr5.0_description	Mtr5.0_GOterm_IDs	Mtr4.0_geneID	Mtr4.0_genename	Mtr4.0_description	Mtr4.0_GOterm_IDs	Mtr4and5_combined_GOterm_IDs	Mtr4and5_combined_GOterms
MtrunA17_Chr1g0203451	cluster1	up	moderate	3' UTR	notDEG	-0.0752393391185769	0.448487818482101	notDEG	0.205353439660194	0.608985335277866	notDEG	0.301047870158853	0.0943939701190417	NA	Putative NUDIX hydrolase domain, cleavage/polyadenylation specificity factor subunit 5	GO:0005737;GO:0005849;GO:0003729;GO:0016787;GO:0006378	Medtr1g100673	NA	cleavage and polyadenylation specificity factor 5	GO:0006378	GO:0005849;GO:0005737;GO:0003729;GO:0016787;GO:0006378	mRNA cleavage factor complex;cytoplasm;mRNA binding;hydrolase activity;mRNA polyadenylylation
MtrunA17_Chr1g0205371	cluster1	up	high	Promoter (<=1kb)	down(cluster_nomatch)	-0.740920562087323	0.00958315620787926	notDEG	0.608389679343373	0.910567574492586	notDEG	0.426722966088956	0.944867624583827	MtCYP76F77	Cytochrome P450 monooxygenase	GO:0005506;GO:0102811;GO:0016021;GO:0020037	Medtr1g103680	NA	cytochrome P450 family protein	GO:0055114	GO:0102811;GO:0020037;GO:0055114;GO:0005506;GO:0016021	geraniol 10-hydroxylase activity;haem binding;oxidoreductase process;iron binding;membrane
MtrunA17_Chr1g0205771	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.121917535263858	0.623275058277074	notDEG	-0.0696794924054997	1.0	notDEG	0.174964199466398	0.750322026896689	NA	Putative protein kinase RLK-Pelle-DLSV family	GO:0005524;GO:0016021;GO:0004674;GO:0006468;GO:0042742;GO:0005886	Medtr1g104890	NA	cysteine-rich receptor-kinase-like protein	GO:0006468;GO:0042829;GO:0016310;GO:0042830	GO:0016310;GO:0005524;GO:0042742;GO:0042829;GO:0005886;GO:0006468;GO:0042830;GO:0004674;GO:0016021	phosphorylation;MgATP binding;defense response to bacteria;defense response;plasmalemma;protein amino acid phosphorylation;defense response to bacterium;protein serine/threonine kinase activity;membrane
MtrunA17_Chr1g0205901	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.119019102237675	0.292466133497296	notDEG	0.185296927620034	0.788173365872496	notDEG	0.191395268206882	0.50759739264077	NA	Putative RNA methyltransferase, nucleic acid-binding,, tRNA (guanine-N1-)-methyltransferase	GO:0016021;GO:0008168;GO:0032259	Medtr1g105065	NA	RNA methyltransferase, putative	GO:0032259	GO:0008168;GO:0016021;GO:0032259	methyltransferase activity;membrane;methylation
MtrunA17_Chr1g0207501	cluster1	up	high	Promoter (<=1kb)	notDEG	0.11138692819861	0.244356879250469	notDEG	0.370633129574458	0.319067075990855	notDEG	0.314022540408612	0.186127919171966	NA	Putative ribosomal protein S14	GO:0008270;GO:0003735;GO:0022627;GO:0016021;GO:0006412	Medtr1g106755	NA	ribosomal protein S14p/S29e	GO:0043037	GO:0003735;GO:0008270;GO:0022627;GO:0043037;GO:0016021;GO:0006412	structural constituent of ribosome;Zn binding;cytosolic small ribosomal subunit;translation;membrane;protein translation
MtrunA17_Chr1g0207521	cluster1	up	high	Promoter (<=1kb)	notDEG	0.298819479627176	0.265895456031304	notDEG	-0.00124674514721382	1.0	notDEG	0.420927205011447	0.361799777855442	NA	putative protein	GO:0005737;GO:0016021	Medtr1g106775	NA	peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein	NA	GO:0005737;GO:0016021	cytoplasm;membrane
MtrunA17_Chr1g0207581	cluster1	up	moderate	Promoter (<=1kb)	notDEG	-0.115779330747242	0.478443456359058	notDEG	0.260040250589529	0.551761358627105	notDEG	0.489305789030519	0.00774636193342795	NA	putative protein	NA	Medtr1g106875	NA	lipase	NA		NA
MtrunA17_Chr1g0208471	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.281163464251695	0.00089561591012938	notDEG	0.286313939104048	0.433706041027325	notDEG	0.258788858998871	0.228067697791394	NA	Putative RNA recognition motif domain, nucleotide-binding alpha-beta plait domain superfamily	GO:0000463;GO:0003723;GO:0005730	Medtr1g108290	NA	MKI67 interacting nucleolar phosphoprotein	GO:0010923	GO:0005730;GO:0010923;GO:0000463;GO:0003723	nucleolus;negative regulation of phosphatase activity;maturation of LSU-rRNA from tricistronic rRNA transcript ;RNA binding
MtrunA17_Chr1g0208871	cluster1	up	high	Promoter (2-3kb)	notDEG	0.373506794301389	0.0126631751511082	notDEG	0.704432479288497	0.525733449239161	notDEG	0.495457562765312	0.319817719623385	NA	Putative ribonuclease H-like superfamily	GO:0003676;GO:0004386;GO:0016787;GO:0009987	NA	NA	NA	NA	GO:0016787;GO:0004386;GO:0009987;GO:0003676	hydrolase activity;ATP-dependent helicase activity;cellular physiological process;nucleic acid binding
MtrunA17_Chr1g0210751	cluster1	up	moderate	Promoter (<=1kb)	notDEG	0.0428547885941138	0.86041471851497	notDEG	0.114530006561806	0.891631223861862	notDEG	0.132290604173644	0.638167853145372	NA	putative protein	NA	Medtr1g112190	NA	hypothetical protein	NA		NA
MtrunA17_Chr1g0210961	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.0469926222211271	0.909063891368542	notDEG	-0.276844207039049	0.866637674939002	notDEG	0.0306205190333483	1.0	NA	Putative tetratricopeptide-like helical domain superfamily	GO:0043231;GO:0003723;GO:0004519;GO:0005515;GO:0009451;GO:0090305	Medtr1g112500	NA	pentatricopeptide (PPR) repeat protein	NA	GO:0043231;GO:0005515;GO:0004519;GO:0003723;GO:0009451;GO:0090305	intracellular membrane-enclosed organelle;protein amino acid binding;endonuclease activity;RNA binding;RNA modification;nucleic acid cleavage
MtrunA17_Chr1g0212551	cluster1	up	moderate	Promoter (<=1kb)	up(cluster_match)	0.929731155643604	0.00361136846775025	notDEG	-0.253813498067399	0.736880368752627	notDEG	-0.120182566199131	0.793879862575612	NA	Putative oxoglutarate dehydrogenase (succinyl-transferring)	GO:0030976;GO:0045252;GO:0004591;GO:0005739;GO:0006099	Medtr1g115340	NA	E1 subunit-like 2-oxoglutarate dehydrogenase	GO:0006099;GO:0044710;GO:0055114	GO:0005739;GO:0045252;GO:0055114;GO:0004591;GO:0030976;GO:0006099;GO:0044710	mitochondria;dihydrolipoamide S-succinyltransferase complex;oxidoreductase process;oxoglutarate dehydrogenase ;TPP binding;TCA cycle;metabolic process
MtrunA17_Chr2g0279161	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.226503466530383	0.00363202480721381	notDEG	0.268855573766772	0.594023064927063	notDEG	0.375413099658758	0.107251358880077	NA	Putative ribosomal biogenesis regulatory protein	GO:0000055;GO:0042273;GO:0000447;GO:0005730;GO:0030687	Medtr2g008870	NA	ribosome biogenesis regulatory family protein	GO:0000057;GO:0009640;GO:0016072;GO:0033753;GO:0042254;GO:0042273;GO:0051656;GO:0090502	GO:0005730;GO:0051656;GO:0000447;GO:0000057;GO:0016072;GO:0042273;GO:0030687;GO:0009640;GO:0090502;GO:0042254;GO:0033753;GO:0000055	nucleolus;establishment of organelle localisation;endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript ;ribosomal large subunit export from nucleus;rRNA metabolism;ribosomal large subunit biogenesis and assembly;preribosome, large subunit precursor;plant development in response to light;RNA phosphodiester bond hydrolysis, endonucleolytic;ribosome biogenesis and assembly;ribosome localization;ribosomal large subunit-nucleus export
MtrunA17_Chr2g0282411	cluster1	up	moderate	Promoter (<=1kb)	notDEG	0.0633827260938316	0.40894468691925	notDEG	0.320995208450135	0.610968463050929	notDEG	0.381811630209515	0.209124237251339	NA	Putative ribosomal protein S6e	GO:0005840;GO:0003735;GO:0006412	Medtr2g014030	NA	40S ribosomal protein S6-2	GO:0006365;GO:0043037;GO:0009735;GO:0042274	GO:0003735;GO:0009735;GO:0042274;GO:0006365;GO:0043037;GO:0005840;GO:0006412	structural constituent of ribosome;response to cytokinin stimulus;ribosomal small subunit biogenesis and assembly;rRNA processing;translation;ribosome;protein translation
MtrunA17_Chr2g0285451	cluster1	up	moderate	Promoter (2-3kb)	notDEG	0.1021966683229	0.48213374057514	notDEG	0.522265104437216	0.348717255328477	notDEG	0.59269617884074	0.0643443783113136	NA	Putative ribosomal protein L38e	GO:0003735;GO:0022618;GO:0022625;GO:0006412	Medtr2g018680	NA	60S ribosomal protein L38A	GO:0043037;GO:0022618	GO:0003735;GO:0022618;GO:0022625;GO:0043037;GO:0006412	structural constituent of ribosome;RNP complex assembly;cytosolic large ribosomal subunit;translation;protein translation
MtrunA17_Chr2g0292091	cluster1	up	high	Promoter (<=1kb)	down(cluster_nomatch)	-0.803813297904921	0.00461534721784406	notDEG	0.684478007361889	0.719660572416783	notDEG	0.0952791978665044	0.974388146859231	MtRip3|MtPrx111	peroxidase	GO:0005576;GO:0004601;GO:0020037;GO:0046872;GO:0006979;GO:0042744;GO:0098869	Medtr2g029560	NA	peroxidase family protein	GO:0006979;GO:0042744;GO:0055114	GO:0042744;GO:0004601;GO:0006979;GO:0020037;GO:0005576;GO:0055114;GO:0046872;GO:0098869	hydrogen peroxide degradation;peroxidase reaction;response to oxidative stress;haem binding;extracellular;oxidoreductase process;metal binding;cellular oxidant detoxification
MtrunA17_Chr2g0293421	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.515746735893002	0.000297560336550904	notDEG	0.151790648565203	0.848188037514443	notDEG	0.528761115586596	0.0100758654216885	MtCYP88A54|MtKAO1|MtKAO2	Cytochrome P450 monooxygenase|Ent-kaurenoic acidoxidase|ent-kaurenoic acid hydroxylase 	GO:0005506;GO:0007275;GO:0016021;GO:0016132;GO:0005783;GO:0016125;GO:0010268;GO:0051777;GO:0020037	Medtr2g031930	KAO2/KAO1	cytochrome P450 family ent-kaurenoic acid oxidase	GO:0055114	GO:0010268;GO:0007275;GO:0016125;GO:0016132;GO:0020037;GO:0055114;GO:0051777;GO:0005506;GO:0016021;GO:0005783	brassinosteroid homeostasis;multicellular organism development;sterol metabolism;brassinosteroid synthesis;haem binding;oxidoreductase process;ent-kaurenoic acid oxidase activity;iron binding;membrane;ER
MtrunA17_Chr2g0300611	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.203241621370722	0.116189014882923	notDEG	0.0776349901139894	0.975837871385517	notDEG	-0.0559424466003354	0.908419748045608	NA	Putative leucine-rich repeat domain superfamily	GO:0019005;GO:0031146	Medtr2g041610	NA	Rad7, putative	NA	GO:0019005;GO:0031146	Skp1/Cul1/F-box protein complex;SCF-dependent proteasomal ubiquitin-dependent protein degradation
MtrunA17_Chr2g0306801	cluster1	up	moderate	Exon (MtrunA17_Chr2g0306801/MtrunA17_Chr2g0306801, exon 5 of 8)	notDEG	0.167555742427251	0.0620384125475371	notDEG	0.317979066080137	0.608482859927633	notDEG	0.213698393453564	0.543861592593501	MtPRMT1	Histone methyltransferase PRMT subfamily	GO:0035242;GO:0034969;GO:0019919;GO:0035241;GO:0005829;GO:0010228;GO:0016277;GO:0008469	Medtr2g054880	PRMT10	arginine N-methyltransferase, putative	GO:0006479;GO:0032259;GO:0034969	GO:0010228;GO:0006479;GO:0016277;GO:0034969;GO:0019919;GO:0035241;GO:0035242;GO:0008469;GO:0032259;GO:0005829	transition from vegetative to reproductive phase;protein amino acid methylation;obsolete [myelin basic protein]-arginine N-methyltransferase activity;histone arginine methylation;peptidyl-arginine methylation, to unsymmetrical-dimethyl arginine;protein arginine omega-N monomethylase activity;protein arginine omega-N asymmetric methyltransferase activity;S-adenosyl-L-methionine:histone-arginine omega-N-methyltransferase activity;methylation;cytosol
MtrunA17_Chr2g0309331	cluster1	up	high	Promoter (<=1kb)	notDEG	-0.476711784938937	0.0025683796709671	notDEG	0.750305014691251	0.594783291101592	notDEG	0.295304967883901	0.761288987261118	MtSMB	SOMBRERO (auxin-responsive, Putative transcription factor NAM family)	GO:0003677;GO:0006355	Medtr2g062730	URP7	NAC transcription factor-like protein	GO:0003002;GO:0006351;GO:0006355;GO:0009834;GO:0010455;GO:0048829	GO:0003002;GO:0003677;GO:0009834;GO:0006355;GO:0006351;GO:0010455;GO:0048829	regionalization;DNA binding;secondary cell wall biogenesis;regulation of transcription, DNA-templated;transcription, DNA-templated;positive regulation of cell fate commitment;root cap development
MtrunA17_Chr2g0316311	cluster1	up	moderate	Promoter (<=1kb)	notDEG	-0.0180023434835613	0.808926338131642	notDEG	0.241813126390069	0.71470335061367	notDEG	0.206279528952815	0.523611608457031	NA	Putative peptidase S8 propeptide/proteinase inhibitor I9 superfamily	GO:0005739;GO:0005488;GO:0006397;GO:0016554;GO:0080156	Medtr2g078090	NA	plastid developmental protein DAG	NA	GO:0080156;GO:0005488;GO:0016554;GO:0005739;GO:0006397	mitochondrial mRNA modification;binding;cytidine to uridine editing;mitochondria;mRNA processing
MtrunA17_Chr2g0322441	cluster1	up	moderate	Promoter (1-2kb)	notDEG	0.0444990081732362	0.839840959115832	notDEG	-0.226094031033884	0.846175496660476	notDEG	0.167809239475884	0.738802149734011	NA	Putative laccase	GO:0005507;GO:0052716	Medtr2g088080	NA	L-ascorbate oxidase-like protein	GO:0009809;GO:0046274;GO:0055114	GO:0009809;GO:0052716;GO:0055114;GO:0005507;GO:0046274	lignin synthesis;p-diphenol:oxygen oxidoreductase activity;oxidoreductase process;copper binding;lignin degradation
MtrunA17_Chr2g0322871	cluster1	up	moderate	Promoter (1-2kb)	notDEG	0.2964213103953	0.00325977668232857	notDEG	0.0600163887551013	0.983852458779969	notDEG	0.202280534464631	0.403481847879813	MtSDG22	Histone methyltransferase SDG subfamily	GO:0005515;GO:0034968;GO:0018024;GO:0016021	Medtr2g088820	SDG36	histone-lysine N-methyltransferase	GO:0032259;GO:0034968	GO:0005515;GO:0018024;GO:0034968;GO:0032259;GO:0016021	protein amino acid binding;histone-lysine N-methyltransferase activity;histone lysine methylation;methylation;membrane
MtrunA17_Chr2g0323211	cluster1	up	moderate	Promoter (<=1kb)	down(cluster_nomatch)	-1.13407625870918	0.00208098276708308	notDEG	0.98561575687266	0.292339764006518	notDEG	-0.62224136123481	0.446005407995837	NA	Putative calcium-binding protein KIC/PBP1/KRP1	GO:0005509	Medtr2g089210	NA	calcium-binding EF-hand protein	NA	GO:0005509	calcium ion binding
MtrunA17_Chr2g0329021	cluster1	up	moderate	Promoter (<=1kb)	up(cluster_match)	0.872927905338366	9.2612449456375e-05	notDEG	0.965988111917802	0.85631022594239	notDEG	1.61345696450761	0.352223704516601	NA	Putative histone deacetylase	GO:0005515;GO:0016301;GO:0032041;GO:0016310;GO:0070932	Medtr2g098250	NA	LRR receptor-like kinase family protein	GO:0006468;GO:0016310;GO:0055114;GO:0070932	GO:0016310;GO:0005515;GO:0032041;GO:0055114;GO:0006468;GO:0016301;GO:0070932	phosphorylation;protein amino acid binding;NAD-dependent histone H3-K14 deacetylase activity;oxidoreductase process;protein amino acid phosphorylation;phosphokinase activity;histone H3 deacetylation
