geneID	cluster_number	cluster_type	LSH_ChIP_target	LSH_ChIP_annotation	LSH_OE_DEGtype	LSH_OE_log2FC	LSH_OE_adjp	lsh1lsh2_24hrs_DEGtype	lsh1lsh2_24hrs_log2FC	lsh1lsh2_24hrs_adjp	lsh1lsh2_72hrs_DEGtype	lsh1lsh2_72hrs_log2FC	lsh1lsh2_72hrs_adjp	Mtr5.0_gene_name	Mtr5.0_description	Mtr5.0_GOterm_IDs	Mtr4.0_geneID	Mtr4.0_genename	Mtr4.0_description	Mtr4.0_GOterm_IDs	Mtr4and5_combined_GOterm_IDs	Mtr4and5_combined_GOterms
MtrunA17_Chr1g0152971	cluster2	down	moderate	Promoter (2-3kb)	notDEG	0.245762851355326	0.144478382489843	notDEG	0.320921595003354	0.461963625370598	notDEG	-0.187895030043883	0.509020296485072	NA	Putative mannose-P-dolichol utilization defect 1 protein	GO:0016021	NA	NA	NA	NA	GO:0016021	membrane
MtrunA17_Chr1g0153131	cluster2	down	moderate	Promoter (1-2kb)	notDEG	0.253424664960755	0.321614662020557	notDEG	-0.63332788250597	0.151800323893501	notDEG	-0.234683289184473	0.631952391856495	NA	Putative ran-binding protein Vid30/RanBPM/SPLA, SPRY	GO:0016021	Medtr1g019040	NA	SPla/RYanodine receptor (SPRY) domain protein	NA	GO:0016021	membrane
MtrunA17_Chr1g0153451	cluster2	down	moderate	Promoter (<=1kb)	up(cluster_nomatch)	1.61486013230262	0.000100936571027942	down(cluster_match)	-1.30902606321557	0.0389437643529629	notDEG	-0.981114546942192	0.0911678635308045	NA	Putative hydroquinone glucosyltransferase	GO:0050505	Medtr1g019510	NA	UDP-glucosyltransferase family protein	GO:0044710;GO:0009813;GO:0052696	GO:0050505;GO:0009813;GO:0052696;GO:0044710	hydroquinone glucosyltransferase activity;flavonoid synthesis;flavonoid glucuronoside biosynthetic process;metabolic process
MtrunA17_Chr1g0154511	cluster2	down	moderate	Promoter (<=1kb)	notDEG	0.24278640052631	0.761331221957185	notDEG	-0.25595515452724	0.933003659804889	notDEG	0.143946515043188	0.901261300209817	MtLYR2	LYK (LysM domain-RLK)-related 2	GO:0005886;GO:0016021;GO:0004672;GO:0005524;GO:0006468	Medtr1g021845	LYR2	LysM-domain receptor-like kinase	GO:0006468;GO:0016310	GO:0016310;GO:0005524;GO:0006468;GO:0005886;GO:0004672;GO:0016021	phosphorylation;MgATP binding;protein amino acid phosphorylation;plasmalemma;protein kinase activity;membrane
MtrunA17_Chr1g0155381	cluster2	down	moderate	Promoter (<=1kb)	notDEG	-0.353334430809582	0.000146734195016008	notDEG	0.0127997805362799	1.0	notDEG	-0.106930092928381	0.560421164654421	NA	Putative DnaJ domain, Chaperone J-domain superfamily	GO:0005737;GO:0031982;GO:0043231;GO:0030276;GO:0072318;GO:0072583	Medtr1g022415	NA	auxilin-like protein	NA	GO:0043231;GO:0005737;GO:0030276;GO:0031982;GO:0072318;GO:0072583	intracellular membrane-enclosed organelle;cytoplasm;clathrin binding;vesicle;clathrin-coated vesicle uncoating;CME
MtrunA17_Chr1g0156371	cluster2	down	high	Promoter (<=1kb)	notDEG	0.279101344968869	0.160274843670343	notDEG	-0.166299214487786	0.456825860220647	notDEG	-0.346386984149924	0.000443752798552715	NA	Putative filament-like plant protein	NA	Medtr1g024095	NA	filament-plant-like protein	NA		NA
MtrunA17_Chr1g0161751	cluster2	down	moderate	Promoter (<=1kb)	notDEG	-0.580775420275917	0.0238384996910526	notDEG	-0.0725212950536695	0.993630012290427	notDEG	-0.404887220109482	0.185055539994703	NA	Putative Extensin domain-containing protein	GO:0005199;GO:0009664	Medtr1g033080	NA	pollen Ole e I family allergens	GO:0009664	GO:0009664;GO:0005199	plant-type cell wall organisation;structural constituent of cell wall
MtrunA17_Chr1g0161771	cluster2	down	high	Promoter (<=1kb)	down(cluster_match)	-1.67361926901685	7.60400804434386e-21	notDEG	0.0397910048700989	1.0	notDEG	-0.487335066229936	0.175679346796778	NA	Putative Extensin domain-containing protein	GO:0016021;GO:0005199;GO:0009664	Medtr1g033100	NA	pollen protein Ole E I-like protein	GO:0009664	GO:0009664;GO:0016021;GO:0005199	plant-type cell wall organisation;membrane;structural constituent of cell wall
MtrunA17_Chr1g0162811	cluster2	down	high	Promoter (<=1kb)	notDEG	0.368665441812168	0.0987133981445096	notDEG	-0.235966069584027	0.482123444968089	notDEG	-0.462903412083806	0.00248600574237707	MtCYP71D356	Cytochrome P450 monooxygenase	GO:0016021;GO:0004497;GO:0005506;GO:0016705;GO:0020037	Medtr1g035140	NA	cytochrome P450 family 71 protein	GO:0044550;GO:0055114	GO:0016705;GO:0044550;GO:0020037;GO:0055114;GO:0004497;GO:0005506;GO:0016021	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;secondary metabolite biosynthesis;haem binding;oxidoreductase process;monooxygenase activity;iron binding;membrane
MtrunA17_Chr1g0163001	cluster2	down	high	Promoter (<=1kb)	notDEG	0.440208477598704	3.19318390765774e-05	notDEG	-0.0408479215987152	1.0	notDEG	-0.0908704977389263	0.79535457923854	NA	Putative transcription factor C2H2 family	GO:0005634;GO:0003700	NA	NA	NA	NA	GO:0003700;GO:0005634	sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr1g0163311	cluster2	down	high	Promoter (<=1kb)	up(cluster_nomatch)	1.67619748720361	1.84745954150671e-06	notDEG	-0.866101673100877	0.748718464174879	notDEG	0.0926425312980563	0.979245283890653	NA	Putative SKP1/BTB/POZ domain superfamily, NPH3 domain, NPH3/RPT2-like family protein	GO:0016567	Medtr1g035720	NA	phototropic-responsive NPH3 family protein	NA	GO:0016567	protein ubiquitylation
MtrunA17_Chr1g0163981	cluster2	down	high	Promoter (<=1kb)	notDEG	-0.384430707020033	0.0446078179054209	notDEG	-0.346900186665526	0.779263148768004	notDEG	-0.0649655459090739	0.960658719338983	NA	Putative AAA+ ATPase domain, P-loop containing nucleoside triphosphate hydrolase	GO:0005515;GO:0016787;GO:0043531	Medtr1g037130	NA	disease resistance protein (CC-NBS-LRR class) family protein	GO:0042829	GO:0043531;GO:0016787;GO:0005515;GO:0042829	adenosine diphosphate binding;hydrolase activity;protein amino acid binding;defense response
MtrunA17_Chr1g0166241	cluster2	down	high	Promoter (<=1kb)	notDEG	-0.373960384029831	0.0020853824703985	notDEG	-0.172518798881996	0.74186022432573	notDEG	-0.260042110726151	0.224196051455899	NA	putative protein	NA	Medtr1g041155	NA	DUF506 family protein	NA		NA
MtrunA17_Chr1g0168511	cluster2	down	moderate	Promoter (1-2kb)	notDEG	0.715154606309103	0.120367265472837	notDEG	-0.183897910000593	0.900082586190261	notDEG	-0.143272917172082	0.774796917029064	NA	Putative arp2/3 complex subunit 2/4 protein	GO:0051015;GO:0005737;GO:0034314;GO:0005200;GO:0005885	Medtr1g045065	arpc2b	actin-related protein 2/3 complex, protein	GO:0030041;GO:0030833;GO:0034314	GO:0005737;GO:0051015;GO:0030041;GO:0005200;GO:0005885;GO:0034314;GO:0030833	cytoplasm;F-actin binding;actin polymerization;structural constituent of cytoskeleton;Arp2/3 protein complex;branched actin filament nucleation;regulation of actin polymerization
MtrunA17_Chr1g0173061	cluster2	down	moderate	Promoter (1-2kb)	notDEG	0.037224885418755	0.957204374236375	notDEG	0.0767011038745954	0.995443189241086	notDEG	0.0385579924300594	0.978649013536136	NA	hypothetical protein	NA	NA	NA	NA	NA		NA
MtrunA17_Chr1g0180311	cluster2	down	moderate	Promoter (<=1kb)	notDEG	-0.426347648655337	0.157487941723181	notDEG	-0.364652857613808	0.533228956794484	notDEG	-0.197650769255139	0.605196384301695	NA	Putative transcription factor C2H2 family	NA	Medtr1g062780	NA	C2H2-type zinc finger protein	NA		NA
MtrunA17_Chr1g0182331	cluster2	down	high	Promoter (<=1kb)	notDEG	0.257252759263747	0.0235986765367621	notDEG	0.0203355228428341	1.0	notDEG	-0.110508774436225	0.767788636687806	NA	Putative inorganic diphosphatase	GO:0005737;GO:0000287;GO:0004427;GO:0006796	Medtr1g068810	PPA	soluble inorganic pyrophosphatase	GO:0046686	GO:0006796;GO:0005737;GO:0046686;GO:0000287;GO:0004427	phosphate metabolism;cytoplasm;response to cadmium;Mg binding;inorganic diphosphatase activity
MtrunA17_Chr1g0184881	cluster2	down	moderate	Promoter (<=1kb)	up(cluster_nomatch)	0.991292950686142	3.68866207456817e-05	notDEG	0.00304811595736462	1.0	notDEG	-0.373568906839242	0.201600240491637	NA	putative protein	NA	Medtr1g070970	NA	DUF506 family protein	GO:0006454;GO:0016310;GO:0062103	GO:0006454;GO:0016310;GO:0062103	translational initiation;phosphorylation;RNA biosynthetic process
MtrunA17_Chr1g0185331	cluster2	down	high	Promoter (<=1kb)	up(cluster_nomatch)	0.833171195369886	1.15117732594789e-12	notDEG	-0.219474916203714	0.732907078735256	notDEG	0.045376024832989	0.942041659032142	NA	Putative Zf-FLZ domain, FCS-Like Zinc finger 8/MARD1	NA	Medtr1g071780	MARD1	senescence-associated protein SAG102	GO:0009737;GO:0090351	GO:0090351;GO:0009737	seedling development;response to abscisic acid stimulus
MtrunA17_Chr1g0186441	cluster2	down	high	Promoter (<=1kb)	notDEG	0.422882020975675	0.00323755818113109	notDEG	-0.0246999650261104	1.0	notDEG	-0.148895020743031	0.506629590917684	NA	Putative AT-hook motif nuclear-localized protein 15-29	GO:0005634;GO:0003680;GO:0003700;GO:0006355	Medtr1g073860	NA	AT hook motif DNA-binding family protein	GO:0006351;GO:0006355	GO:0003680;GO:0006355;GO:0006351;GO:0003700;GO:0005634	AT-rich DNA binding;regulation of transcription, DNA-templated;transcription, DNA-templated;sequence-specific DNA binding transcription factor activity;cell nucleus
MtrunA17_Chr1g0186661	cluster2	down	high	Promoter (1-2kb)	notDEG	0.383307592959805	0.194311025260909	notDEG	-0.490443612406462	0.442673894181122	notDEG	0.0221813722112733	1.0	NA	Putative transcription factor C2H2 family	GO:0016021;GO:0016740;GO:0016567	Medtr1g074190	NA	RING-H2 finger protein ATL16, putative	NA	GO:0016740;GO:0016021;GO:0016567	transferase activity;membrane;protein ubiquitylation
MtrunA17_Chr1g0187121	cluster2	down	high	Promoter (1-2kb)	notDEG	-0.0950980677898406	0.686527132272085	notDEG	-0.352964205279557	0.213244756093807	notDEG	-0.335760423566015	0.0767516878293675	NA	Putative protein WAVE-DAMPENED 2	GO:0005737;GO:0005874;GO:0008017;GO:0000226	Medtr1g075310	WDL3	TPX2 (targeting protein for Xklp2) family protein	GO:0009825;GO:0009826;GO:0048274;GO:0043622;GO:0051511	GO:0005737;GO:0009825;GO:0051511;GO:0000226;GO:0009826;GO:0005874;GO:0043622;GO:0048274;GO:0008017	cytoplasm;cell growth in three dimensions;downregulation of unidimensional cell growth;microtubule cytoskeleton organisation;polarized cell growth;microtubulus;cortical microtubule organisation;trichome branching;microtubule binding
MtrunA17_Chr1g0187951	cluster2	down	high	Promoter (<=1kb)	notDEG	0.102150161502338	0.664815750490919	notDEG	-0.0373588705545974	1.0	notDEG	-0.0484310530204091	0.959434331475755	NA	hypothetical protein	NA	Medtr1g093210	NA	hypothetical protein	NA		NA
MtrunA17_Chr1g0188801	cluster2	down	high	Promoter (<=1kb)	up(cluster_nomatch)	0.978430227413701	0.000376762691481092	notDEG	-1.18367602815708	0.338252913787845	notDEG	-0.575063117123695	0.519079079655807	NA	Putative Late embryogenesis abundant protein, LEA_2 subgroup	GO:0016021	Medtr1g077560	NA	late embryogenesis abundant hydroxyproline-rich glycoprotein	NA	GO:0016021	membrane
MtrunA17_Chr1g0191431	cluster2	down	moderate	Promoter (<=1kb)	notDEG	-0.778594718709743	0.317806353186647	notDEG	-0.503202485562851	0.729491028023394	notDEG	-0.760377846692638	0.119753306621284	NA	putative protein	NA	Medtr1g082370	NA	hypothetical protein	NA		NA
MtrunA17_Chr1g0192221	cluster2	down	high	Promoter (1-2kb)	notDEG	0.0125006523423186	0.973809706479116	notDEG	0.0495346684305844	1.0	notDEG	-0.130338265008341	0.697534641717904	NA	Putative RNA recognition motif domain, nucleotide-binding alpha-beta plait domain superfamily	GO:0003723;GO:0016607;GO:0005829;GO:0000398	Medtr1g083400	SR30	pre-mRNA-splicing factor SF2-like protein	GO:0008380	GO:0003723;GO:0008380;GO:0016607;GO:0005829;GO:0000398	RNA binding;RNA splicing;splicing speckle;cytosol;nuclear mRNA splicing, via spliceosome
MtrunA17_Chr1g0192551	cluster2	down	moderate	Promoter (<=1kb)	notDEG	-0.480671549947932	0.0011246668845054	notDEG	-0.115682797522708	0.736880368752627	notDEG	-0.057222576773235	0.78632621059911	NA	Putative DNA helicase	GO:0003676;GO:0090305;GO:0008408;GO:0003678;GO:0032508;GO:0030422;GO:0010587	NA	NA	NA	NA	GO:0032508;GO:0003678;GO:0030422;GO:0008408;GO:0090305;GO:0003676;GO:0010587	duplex DNA melting;ATP-dependent DNA helicase activity;RNA interference, production of siRNA;3'-5'-exonuclease activity;nucleic acid cleavage;nucleic acid binding;microRNA catabolic process
MtrunA17_Chr1g0193181	cluster2	down	high	Promoter (<=1kb)	down(cluster_match)	-0.725040717497207	3.86725665493061e-06	notDEG	0.145945974212932	0.884491472331357	notDEG	-0.0368540891450054	0.965583156659622	NA	Putative isopenicillin-N epimerase	GO:0008270;GO:0009000;GO:0045439	Medtr1g484920	NA	isopenicillin N epimerase-like protein	NA	GO:0045439;GO:0009000;GO:0008270	isopenicillin N epimerase activity;selenocysteine lyase activity;Zn binding
MtrunA17_Chr1g0193671	cluster2	down	moderate	Promoter (1-2kb)	up(cluster_nomatch)	2.32904712492442	1.64675383282641e-06	notDEG	-0.171118843508194	0.909488503688445	notDEG	-0.0868557489273478	0.895673963245996	NA	Putative germin, rmlC-like cupin domain superfamily, rmlC-like jelly roll, germin, manganese binding	GO:0005618;GO:0009506;GO:0048046;GO:0030145;GO:0010497;GO:2000280	Medtr1g085500	GLP10	rhicadhesin receptor	NA	GO:0048046;GO:0005618;GO:0010497;GO:2000280;GO:0009506;GO:0030145	apoplast;cell wall;plasmodesmata-mediated cell-to-cell transport;regulation of root development;plasmodesmata;Mn binding
MtrunA17_Chr1g0193851	cluster2	down	high	Promoter (<=1kb)	notDEG	0.160041160958148	0.145620019295471	notDEG	-0.186477433326394	0.617463889632995	notDEG	-0.325402420354328	0.0375624803387813	NA	Putative protoporphyrinogen oxidase	GO:0009534;GO:0009941;GO:0004729;GO:0006782	Medtr1g085730	PPOX	protoporphyrinogen IX oxidase	GO:0006782;GO:0055114	GO:0009534;GO:0004729;GO:0009941;GO:0055114;GO:0006782	chloroplast thylakoid;oxygen-dependent protoporphyrinogen oxidase activity;chloroplast envelope;oxidoreductase process;protoporphyrinogen IX synthesis
MtrunA17_Chr1g0194291	cluster2	down	high	Promoter (<=1kb)	notDEG	-0.387850802925989	0.361691795048807	notDEG	-0.309917979962833	0.962601412366962	notDEG	0.982741514046798	0.310643970997885	MtMYB61|MtMYB089	MYB family transcription factor	GO:0005634;GO:0003700;GO:0043565;GO:0006355	Medtr1g086510	MYB112	myb transcription factor	GO:0006357;GO:0009409;GO:0009651;GO:0009737;GO:0009751;GO:0030154;GO:0046686;GO:1901002;GO:1902584	GO:1901002;GO:0009737;GO:0009751;GO:0043565;GO:0046686;GO:0006355;GO:0006357;GO:0030154;GO:0009651;GO:0003700;GO:0005634;GO:1902584;GO:0009409	upregulation of salinity response;response to abscisic acid stimulus;response to salicylic acid stimulus;sequence specific DNA binding;response to cadmium;regulation of transcription, DNA-templated;regulation of transcription from RNA polymerase II promoter;cell differentiation;salinity response;sequence-specific DNA binding transcription factor activity;cell nucleus;upregulation of response to water deprivation;response to cold
MtrunA17_Chr1g0194631	cluster2	down	high	Promoter (<=1kb)	notDEG	0.12455184149254	0.246454629740009	notDEG	-0.0681774195407713	0.912958651457877	notDEG	-0.180412410736954	0.2264530694742	MtSWN|MtSDG14	SWINGER (Polycomb group protein)|Histone methyltransferase SDG subfamily	GO:0016021;GO:0031519;GO:0005515;GO:0018024;GO:0006338;GO:0034968	Medtr1g086980	SWN	histone-lysine N-methyltransferase	GO:0031507;GO:0006351;GO:0006355;GO:0009960;GO:0009965;GO:0010228;GO:0032259;GO:0034968;GO:0048587;GO:0070734;GO:2000028	GO:0010228;GO:0070734;GO:0031519;GO:0005515;GO:0009965;GO:0048587;GO:0018024;GO:0031507;GO:2000028;GO:0034968;GO:0009960;GO:0006355;GO:0006351;GO:0032259;GO:0016021;GO:0006338	transition from vegetative to reproductive phase;histone lysine H3 K27 methylation;Polycomb Group protein complex;protein amino acid binding;leaf morphogenesis;regulation of short-day photoperiodism, flowering;histone-lysine N-methyltransferase activity;heterochromatin assembly;regulation of response to photoperiod, flowering;histone lysine methylation;endosperm development;regulation of transcription, DNA-templated;transcription, DNA-templated;methylation;membrane;chromatin remodelling
MtrunA17_Chr1g0194841	cluster2	down	high	Promoter (2-3kb)	notDEG	0.788280093430645	0.0503810444429017	notDEG	-0.265375810308538	0.928899868630136	notDEG	-0.490778858754174	0.487588844683004	NA	Putative xylan 1,4-beta-xylosidase	GO:0045493;GO:0009044;GO:0031222;GO:0046556;GO:0016021;GO:0008422;GO:0005576;GO:0009505;GO:0102483	Medtr1g087240	NA	alpha-L-arabinofuranosidase/beta-D-xylosidase	GO:0044244;GO:0044723;GO:0010214;GO:0031222;GO:0045493	GO:0009505;GO:0102483;GO:0044244;GO:0031222;GO:0009044;GO:0044723;GO:0045493;GO:0010214;GO:0005576;GO:0008422;GO:0046556;GO:0016021	cellulose and pectin-containing cell wall;scopolin beta-glucosidase activity;polysaccharide catabolic process;arabinan degradation;xylan 1,4-beta-xylosidase activity;carbohydrate metabolic process;xylan degradation;seed coat development;extracellular;beta-glucoside glucohydrolase activity;polysaccharide alpha-L-arabinofuranosidase activity;membrane
MtrunA17_Chr1g0196381	cluster2	down	moderate	Promoter (<=1kb)	notDEG	0.0564751546444762	0.889833966715983	notDEG	-0.111717822824146	0.989607842822725	notDEG	-0.23915929128105	0.662367538087271	NA	Putative protein kinase RLK-Pelle-RLCK-VI family	GO:0018108;GO:0005524;GO:0004715;GO:0106311;GO:0106310	Medtr1g089570	NA	receptor-like cytosolic Serine/Threonine-kinase	GO:0006468;GO:0016310	GO:0106310;GO:0016310;GO:0106311;GO:0018108;GO:0005524;GO:0004715;GO:0006468	protein-serine kinase activity;phosphorylation;protein serine/threonine kinase activity;peptidyl-tyrosine phosphorylation;MgATP binding;non-membrane spanning protein tyrosine kinase activity;protein amino acid phosphorylation
MtrunA17_Chr1g0196611	cluster2	down	high	Promoter (<=1kb)	notDEG	0.0435043117869802	0.818110112669003	notDEG	0.0745433978385192	0.943145814616329	notDEG	-0.0321610337972324	0.945106666050114	NA	putative protein	NA	Medtr1g089980	NA	hypothetical protein	NA		NA
MtrunA17_Chr1g0197561	cluster2	down	high	Promoter (<=1kb)	up(cluster_nomatch)	1.24326387005698	0.0136987451931346	notDEG	-0.532517206036855	0.701892773022006	notDEG	-0.0403284188462337	1.0	NA	Putative cyclin-dependent protein kinase inhibitor SMR	GO:0005634;GO:0016301;GO:0016310;GO:0032875;GO:0045839	Medtr1g090837	NA	hypothetical protein	NA	GO:0016310;GO:0032875;GO:0045839;GO:0005634;GO:0016301	phosphorylation;regulation of DNA re-duplication;negative regulation of mitosis;cell nucleus;phosphokinase activity
MtrunA17_Chr1g0197871	cluster2	down	moderate	Promoter (<=1kb)	down(cluster_match)	-1.46899327730918	3.1925860119724e-06	notDEG	-0.133564476549563	1.0	notDEG	0.0	1.0	MtCYP76X13	Cytochrome P450 monooxygenase	GO:0005506;GO:0102811;GO:0016021;GO:0020037	Medtr1g091003	NA	cytochrome P450 family protein	GO:0055114	GO:0102811;GO:0020037;GO:0055114;GO:0005506;GO:0016021	geraniol 10-hydroxylase activity;haem binding;oxidoreductase process;iron binding;membrane
MtrunA17_Chr1g0198931	cluster2	down	moderate	Promoter (1-2kb)	up(cluster_nomatch)	1.30791710388689	6.8733167296532e-13	notDEG	-0.32753190091599	0.844722224634534	notDEG	-0.41491314154718	0.485813024343129	NA	Putative AAA+ ATPase domain, ABC-2 type transporter, ABC transporter	GO:0005524;GO:0042626;GO:0055085;GO:0016021	Medtr1g093990	ABCG21	white-brown-complex ABC transporter family protein	GO:0044765;GO:0015918;GO:0090662	GO:0015918;GO:0042626;GO:0005524;GO:0044765;GO:0055085;GO:0016021;GO:0090662	sterol transport;ATPase activity, coupled to transmembrane movement of substances;MgATP binding;transport;membrane transport;membrane;transmembrane transport
MtrunA17_Chr1g0200481	cluster2	down	high	Promoter (<=1kb)	notDEG	-0.389327582171374	0.422483664098483	notDEG	0.516038889725666	0.956225828221169	notDEG	0.665832936470818	0.708998156707291	NA	putative protein	NA	NA	NA	NA	NA		NA
